1109.691  7.267756E-5  0  0.007527578  0.005181572
1109.371  8.736833E-5  0  0.006192117  -0.007873616
1109.05  9.720582E-5  0  -0.008169752  -0.006695108
1108.73  9.417528E-5  0  -0.007131183  0.007561401
1108.41  0.0001109137  337.782  0.008867487  0.006965878
1108.09  0.0001352112  336.3654  0.009100332  -0.008491518
1107.77  0.0001235654  334.8193  -0.007897788  -0.008895037
1107.451  0.000129584  333.3088  -0.009577262  0.00752192
1107.132  0.000130308  331.7007  0.007893686  0.009313188
1106.813  0.0001461239  330.2416  0.01072906  -0.007206036
1106.494  0.0001243001  328.5978  -0.00734741  -0.009382201
1106.175  0.0001780757  327.0768  -0.01165007  0.008222311
1105.856  0.000151953  325.5924  0.006636859  0.01137344
1105.538  0.0001829068  323.9888  0.01222911  -0.007684724
1105.22  0.0001829312  322.5301  -0.006266332  -0.0130095
1104.902  0.0001897459  320.9428  -0.0131387  0.006597866
1104.584  0.0002099625  319.4589  0.005713048  0.01436702
1104.266  0.0001996058  317.9391  0.01426962  -0.004848297
1103.949  0.0002053106  316.3875  -0.00463701  -0.01455965
1103.632  0.0002143812  314.855  -0.01504411  0.00416355
1103.314  0.0002315118  313.3306  0.003596481  0.0158128
1102.998  0.0002257621  311.8466  0.01585967  -0.002184435
1102.681  0.0002315458  310.2556  -0.002534688  -0.0160091
1102.364  0.0002689108  308.8277  -0.01746068  0.0002465173
1102.048  0.0002028772  307.3115  -0.0006124669  0.01515087
1101.732  0.000242607  305.7098  0.01657612  0.0001574641
1101.416  0.0002259732  304.2846  0.002471153  -0.01580186
1101.1  0.000206642  302.6786  -0.01518029  -0.00182944
1100.784  0.0002287181  301.1623  -0.002790763  0.01583753
1100.469  0.0002236813  299.6721  0.01538448  0.004011672
1100.154  0.0002026753  298.1406  0.004389317  -0.01447895
1099.838  0.000217655  296.5917  -0.01489702  -0.004874698
1099.523  0.0002031194  295.1401  -0.006385176  0.01372496
1099.209  0.0001768412  293.5608  0.01285325  0.005846327
1098.894  0.0001883077  292.0307  0.006566427  -0.01300286
1098.58  0.0001668686  290.542  -0.01168884  -0.007162226
